,ST_CASE,INJ_SEV,INJ_SEVNAME,STATE,STATENAME,WEATHER,WEATHERNAME
66369,530512,0,No Apparent Injury (O),53,Washington,2,Rain
66370,530513,4,Fatal Injury (K),53,Washington,4,Snow
66371,530513,2,Suspected Minor Injury (B),53,Washington,4,Snow
66372,530513,1,Possible Injury (C),53,Washington,4,Snow
66373,530513,3,Suspected Serious Injury (A),53,Washington,4,Snow
66374,530514,4,Fatal Injury (K),53,Washington,1,Clear
66375,530514,0,No Apparent Injury (O),53,Washington,1,Clear
66376,530515,4,Fatal Injury (K),53,Washington,1,Clear
66377,530516,4,Fatal Injury (K),53,Washington,10,Cloudy
66378,530516,2,Suspected Minor Injury (B),53,Washington,10,Cloudy
66379,530517,2,Suspected Minor Injury (B),53,Washington,1,Clear
66380,530517,0,No Apparent Injury (O),53,Washington,1,Clear
66381,530517,1,Possible Injury (C),53,Washington,1,Clear
66382,530517,4,Fatal Injury (K),53,Washington,1,Clear
66383,530518,4,Fatal Injury (K),53,Washington,1,Clear
66384,530519,4,Fatal Injury (K),53,Washington,1,Clear
66385,530519,1,Possible Injury (C),53,Washington,1,Clear
66386,530521,0,No Apparent Injury (O),53,Washington,1,Clear
66387,530521,4,Fatal Injury (K),53,Washington,1,Clear
66388,530522,4,Fatal Injury (K),53,Washington,1,Clear
66389,530522,0,No Apparent Injury (O),53,Washington,1,Clear
66390,530523,4,Fatal Injury (K),53,Washington,10,Cloudy
66391,530523,0,No Apparent Injury (O),53,Washington,10,Cloudy
66392,530524,4,Fatal Injury (K),53,Washington,1,Clear
66393,530524,9,Unknown/Not Reported,53,Washington,1,Clear
66394,530525,4,Fatal Injury (K),53,Washington,10,Cloudy
66395,530525,0,No Apparent Injury (O),53,Washington,10,Cloudy
66396,530526,1,Possible Injury (C),53,Washington,1,Clear
66397,530526,0,No Apparent Injury (O),53,Washington,1,Clear
66398,530526,4,Fatal Injury (K),53,Washington,1,Clear
66399,530526,2,Suspected Minor Injury (B),53,Washington,1,Clear
66400,530527,4,Fatal Injury (K),53,Washington,2,Rain
66401,530527,0,No Apparent Injury (O),53,Washington,2,Rain
66402,530528,0,No Apparent Injury (O),53,Washington,2,Rain
66403,530528,4,Fatal Injury (K),53,Washington,2,Rain
66404,530529,4,Fatal Injury (K),53,Washington,10,Cloudy
66405,530530,4,Fatal Injury (K),53,Washington,1,Clear
66406,530530,0,No Apparent Injury (O),53,Washington,1,Clear
66407,530531,4,Fatal Injury (K),53,Washington,1,Clear
66408,530531,0,No Apparent Injury (O),53,Washington,1,Clear
66409,530532,4,Fatal Injury (K),53,Washington,1,Clear
66410,530532,1,Possible Injury (C),53,Washington,1,Clear
66411,530533,4,Fatal Injury (K),53,Washington,2,Rain
66412,530534,4,Fatal Injury (K),53,Washington,1,Clear
66413,530534,0,No Apparent Injury (O),53,Washington,1,Clear
66414,530535,4,Fatal Injury (K),53,Washington,1,Clear
66415,530535,9,Unknown/Not Reported,53,Washington,1,Clear
66416,530536,4,Fatal Injury (K),53,Washington,10,Cloudy
66417,530537,4,Fatal Injury (K),53,Washington,10,Cloudy
66418,530538,4,Fatal Injury (K),53,Washington,2,Rain
66419,530538,0,No Apparent Injury (O),53,Washington,2,Rain
66420,530538,2,Suspected Minor Injury (B),53,Washington,2,Rain
66421,530539,4,Fatal Injury (K),53,Washington,1,Clear
66422,530539,1,Possible Injury (C),53,Washington,1,Clear
66423,530540,2,Suspected Minor Injury (B),53,Washington,10,Cloudy
66424,530540,4,Fatal Injury (K),53,Washington,10,Cloudy
66425,530541,4,Fatal Injury (K),53,Washington,1,Clear
66426,530541,3,Suspected Serious Injury (A),53,Washington,1,Clear
66427,530542,1,Possible Injury (C),53,Washington,1,Clear
66428,530542,4,Fatal Injury (K),53,Washington,1,Clear
66429,530543,4,Fatal Injury (K),53,Washington,1,Clear
66430,530543,3,Suspected Serious Injury (A),53,Washington,1,Clear
66431,530543,1,Possible Injury (C),53,Washington,1,Clear
66432,530543,2,Suspected Minor Injury (B),53,Washington,1,Clear
66433,530543,0,No Apparent Injury (O),53,Washington,1,Clear
66434,530544,4,Fatal Injury (K),53,Washington,1,Clear
66435,530545,4,Fatal Injury (K),53,Washington,1,Clear
66436,530546,4,Fatal Injury (K),53,Washington,1,Clear
66437,530547,4,Fatal Injury (K),53,Washington,1,Clear
66438,530548,4,Fatal Injury (K),53,Washington,1,Clear
66439,530548,0,No Apparent Injury (O),53,Washington,1,Clear
66440,530549,4,Fatal Injury (K),53,Washington,1,Clear
66441,530549,0,No Apparent Injury (O),53,Washington,1,Clear
66442,530550,4,Fatal Injury (K),53,Washington,10,Cloudy
66443,530550,9,Unknown/Not Reported,53,Washington,10,Cloudy
66444,530551,3,Suspected Serious Injury (A),53,Washington,1,Clear
66445,530551,4,Fatal Injury (K),53,Washington,1,Clear
66446,530552,0,No Apparent Injury (O),53,Washington,1,Clear
66447,530552,4,Fatal Injury (K),53,Washington,1,Clear
66448,530552,1,Possible Injury (C),53,Washington,1,Clear
66449,530552,2,Suspected Minor Injury (B),53,Washington,1,Clear
66450,530553,4,Fatal Injury (K),53,Washington,1,Clear
66451,530553,1,Possible Injury (C),53,Washington,1,Clear
66452,530553,3,Suspected Serious Injury (A),53,Washington,1,Clear
66453,530554,4,Fatal Injury (K),53,Washington,5,"Fog, Smog, Smoke"
66454,540001,4,Fatal Injury (K),54,West Virginia,2,Rain
66455,540002,4,Fatal Injury (K),54,West Virginia,1,Clear
66456,540002,0,No Apparent Injury (O),54,West Virginia,1,Clear
66457,540003,4,Fatal Injury (K),54,West Virginia,10,Cloudy
66458,540003,0,No Apparent Injury (O),54,West Virginia,10,Cloudy
66459,540004,1,Possible Injury (C),54,West Virginia,1,Clear
66460,540004,4,Fatal Injury (K),54,West Virginia,1,Clear
66461,540004,0,No Apparent Injury (O),54,West Virginia,1,Clear
66462,540005,4,Fatal Injury (K),54,West Virginia,1,Clear
66463,540006,4,Fatal Injury (K),54,West Virginia,1,Clear
66464,540007,4,Fatal Injury (K),54,West Virginia,2,Rain
66465,540007,1,Possible Injury (C),54,West Virginia,2,Rain
66466,540008,4,Fatal Injury (K),54,West Virginia,10,Cloudy
66467,540008,1,Possible Injury (C),54,West Virginia,10,Cloudy
66468,540008,2,Suspected Minor Injury (B),54,West Virginia,10,Cloudy
66469,540009,4,Fatal Injury (K),54,West Virginia,10,Cloudy
66470,540010,3,Suspected Serious Injury (A),54,West Virginia,1,Clear
66471,540010,4,Fatal Injury (K),54,West Virginia,1,Clear
66472,540011,4,Fatal Injury (K),54,West Virginia,10,Cloudy
66473,540012,1,Possible Injury (C),54,West Virginia,1,Clear
66474,540012,4,Fatal Injury (K),54,West Virginia,1,Clear
66475,540013,4,Fatal Injury (K),54,West Virginia,1,Clear
66476,540013,3,Suspected Serious Injury (A),54,West Virginia,1,Clear
66477,540014,4,Fatal Injury (K),54,West Virginia,10,Cloudy
66478,540014,0,No Apparent Injury (O),54,West Virginia,10,Cloudy
66479,540015,4,Fatal Injury (K),54,West Virginia,1,Clear
66480,540015,0,No Apparent Injury (O),54,West Virginia,1,Clear
66481,540016,4,Fatal Injury (K),54,West Virginia,2,Rain
66482,540017,4,Fatal Injury (K),54,West Virginia,1,Clear
66483,540017,0,No Apparent Injury (O),54,West Virginia,1,Clear
66484,540017,1,Possible Injury (C),54,West Virginia,1,Clear
66485,540018,0,No Apparent Injury (O),54,West Virginia,1,Clear
66486,540018,4,Fatal Injury (K),54,West Virginia,1,Clear
66487,540019,4,Fatal Injury (K),54,West Virginia,2,Rain
66488,540020,4,Fatal Injury (K),54,West Virginia,1,Clear
66489,540021,4,Fatal Injury (K),54,West Virginia,1,Clear
66490,540022,4,Fatal Injury (K),54,West Virginia,1,Clear
66491,540023,4,Fatal Injury (K),54,West Virginia,10,Cloudy
66492,540024,4,Fatal Injury (K),54,West Virginia,4,Snow
66493,540024,3,Suspected Serious Injury (A),54,West Virginia,4,Snow
66494,540024,1,Possible Injury (C),54,West Virginia,4,Snow
66495,540025,4,Fatal Injury (K),54,West Virginia,4,Snow
66496,540026,1,Possible Injury (C),54,West Virginia,4,Snow
66497,540026,4,Fatal Injury (K),54,West Virginia,4,Snow
66498,540026,0,No Apparent Injury (O),54,West Virginia,4,Snow
66499,540027,2,Suspected Minor Injury (B),54,West Virginia,4,Snow
66500,540027,4,Fatal Injury (K),54,West Virginia,4,Snow
66501,540027,0,No Apparent Injury (O),54,West Virginia,4,Snow
66502,540028,4,Fatal Injury (K),54,West Virginia,10,Cloudy
66503,540028,3,Suspected Serious Injury (A),54,West Virginia,10,Cloudy
66504,540028,0,No Apparent Injury (O),54,West Virginia,10,Cloudy
66505,540029,4,Fatal Injury (K),54,West Virginia,1,Clear
66506,540029,0,No Apparent Injury (O),54,West Virginia,1,Clear
66507,540030,4,Fatal Injury (K),54,West Virginia,1,Clear
66508,540031,0,No Apparent Injury (O),54,West Virginia,1,Clear
66509,540031,4,Fatal Injury (K),54,West Virginia,1,Clear
66510,540032,4,Fatal Injury (K),54,West Virginia,1,Clear
66511,540032,1,Possible Injury (C),54,West Virginia,1,Clear
66512,540033,1,Possible Injury (C),54,West Virginia,1,Clear
66513,540033,4,Fatal Injury (K),54,West Virginia,1,Clear
66514,540034,1,Possible Injury (C),54,West Virginia,1,Clear
66515,540034,4,Fatal Injury (K),54,West Virginia,1,Clear
66516,540035,4,Fatal Injury (K),54,West Virginia,1,Clear
66517,540035,0,No Apparent Injury (O),54,West Virginia,1,Clear
66518,540036,4,Fatal Injury (K),54,West Virginia,1,Clear
66519,540037,4,Fatal Injury (K),54,West Virginia,1,Clear
66520,540037,0,No Apparent Injury (O),54,West Virginia,1,Clear
66521,540038,4,Fatal Injury (K),54,West Virginia,1,Clear
66522,540038,3,Suspected Serious Injury (A),54,West Virginia,1,Clear
66523,540038,2,Suspected Minor Injury (B),54,West Virginia,1,Clear
66524,540039,1,Possible Injury (C),54,West Virginia,1,Clear
66525,540039,4,Fatal Injury (K),54,West Virginia,1,Clear
66526,540040,4,Fatal Injury (K),54,West Virginia,2,Rain
66527,540040,2,Suspected Minor Injury (B),54,West Virginia,2,Rain
66528,540040,3,Suspected Serious Injury (A),54,West Virginia,2,Rain
66529,540041,4,Fatal Injury (K),54,West Virginia,1,Clear
66530,540041,1,Possible Injury (C),54,West Virginia,1,Clear
66531,540042,4,Fatal Injury (K),54,West Virginia,10,Cloudy
66532,540042,0,No Apparent Injury (O),54,West Virginia,10,Cloudy
66533,540043,4,Fatal Injury (K),54,West Virginia,1,Clear
66534,540044,4,Fatal Injury (K),54,West Virginia,2,Rain
66535,540044,0,No Apparent Injury (O),54,West Virginia,2,Rain
66536,540045,3,Suspected Serious Injury (A),54,West Virginia,2,Rain
66537,540045,4,Fatal Injury (K),54,West Virginia,2,Rain
66538,540045,2,Suspected Minor Injury (B),54,West Virginia,2,Rain
66539,540046,4,Fatal Injury (K),54,West Virginia,1,Clear
66540,540047,3,Suspected Serious Injury (A),54,West Virginia,1,Clear
66541,540047,4,Fatal Injury (K),54,West Virginia,1,Clear
66542,540048,4,Fatal Injury (K),54,West Virginia,1,Clear
66543,540049,4,Fatal Injury (K),54,West Virginia,1,Clear
66544,540049,1,Possible Injury (C),54,West Virginia,1,Clear
66545,540050,4,Fatal Injury (K),54,West Virginia,2,Rain
66546,540050,1,Possible Injury (C),54,West Virginia,2,Rain
66547,540051,0,No Apparent Injury (O),54,West Virginia,1,Clear
66548,540051,4,Fatal Injury (K),54,West Virginia,1,Clear
66549,540052,4,Fatal Injury (K),54,West Virginia,1,Clear
66550,540053,4,Fatal Injury (K),54,West Virginia,1,Clear
66551,540053,1,Possible Injury (C),54,West Virginia,1,Clear
66552,540054,0,No Apparent Injury (O),54,West Virginia,1,Clear
66553,540054,4,Fatal Injury (K),54,West Virginia,1,Clear
66554,540055,4,Fatal Injury (K),54,West Virginia,1,Clear
66555,540055,1,Possible Injury (C),54,West Virginia,1,Clear
66556,540056,4,Fatal Injury (K),54,West Virginia,1,Clear
66557,540056,1,Possible Injury (C),54,West Virginia,1,Clear
66558,540057,4,Fatal Injury (K),54,West Virginia,2,Rain
66559,540058,4,Fatal Injury (K),54,West Virginia,1,Clear
66560,540058,0,No Apparent Injury (O),54,West Virginia,1,Clear
66561,540059,4,Fatal Injury (K),54,West Virginia,1,Clear
66562,540059,0,No Apparent Injury (O),54,West Virginia,1,Clear
66563,540060,4,Fatal Injury (K),54,West Virginia,1,Clear
66564,540061,0,No Apparent Injury (O),54,West Virginia,1,Clear
66565,540061,4,Fatal Injury (K),54,West Virginia,1,Clear
66566,540062,0,No Apparent Injury (O),54,West Virginia,1,Clear
66567,540062,4,Fatal Injury (K),54,West Virginia,1,Clear
66568,540063,4,Fatal Injury (K),54,West Virginia,10,Cloudy
66569,540063,0,No Apparent Injury (O),54,West Virginia,10,Cloudy
66570,540064,4,Fatal Injury (K),54,West Virginia,10,Cloudy
66571,540064,1,Possible Injury (C),54,West Virginia,10,Cloudy
66572,540064,2,Suspected Minor Injury (B),54,West Virginia,10,Cloudy
66573,540065,3,Suspected Serious Injury (A),54,West Virginia,1,Clear
66574,540065,4,Fatal Injury (K),54,West Virginia,1,Clear
66575,540066,4,Fatal Injury (K),54,West Virginia,1,Clear
66576,540066,0,No Apparent Injury (O),54,West Virginia,1,Clear
66577,540067,4,Fatal Injury (K),54,West Virginia,1,Clear
66578,540067,9,Unknown/Not Reported,54,West Virginia,1,Clear
66579,540068,4,Fatal Injury (K),54,West Virginia,2,Rain
66580,540068,0,No Apparent Injury (O),54,West Virginia,2,Rain
66581,540069,4,Fatal Injury (K),54,West Virginia,1,Clear
66582,540069,0,No Apparent Injury (O),54,West Virginia,1,Clear
66583,540070,4,Fatal Injury (K),54,West Virginia,2,Rain
66584,540071,4,Fatal Injury (K),54,West Virginia,1,Clear
66585,540072,1,Possible Injury (C),54,West Virginia,1,Clear
66586,540072,4,Fatal Injury (K),54,West Virginia,1,Clear
66587,540072,3,Suspected Serious Injury (A),54,West Virginia,1,Clear
66588,540073,4,Fatal Injury (K),54,West Virginia,2,Rain
66589,540073,2,Suspected Minor Injury (B),54,West Virginia,2,Rain
66590,540074,2,Suspected Minor Injury (B),54,West Virginia,10,Cloudy
66591,540074,4,Fatal Injury (K),54,West Virginia,10,Cloudy
66592,540076,3,Suspected Serious Injury (A),54,West Virginia,1,Clear
66593,540076,4,Fatal Injury (K),54,West Virginia,1,Clear
66594,540077,4,Fatal Injury (K),54,West Virginia,1,Clear
66595,540078,4,Fatal Injury (K),54,West Virginia,2,Rain
66596,540078,0,No Apparent Injury (O),54,West Virginia,2,Rain
66597,540079,4,Fatal Injury (K),54,West Virginia,1,Clear
66598,540080,3,Suspected Serious Injury (A),54,West Virginia,1,Clear
66599,540080,4,Fatal Injury (K),54,West Virginia,1,Clear
66600,540081,0,No Apparent Injury (O),54,West Virginia,1,Clear
66601,540081,4,Fatal Injury (K),54,West Virginia,1,Clear
66602,540081,2,Suspected Minor Injury (B),54,West Virginia,1,Clear
66603,540081,1,Possible Injury (C),54,West Virginia,1,Clear
66604,540082,4,Fatal Injury (K),54,West Virginia,1,Clear
66605,540083,4,Fatal Injury (K),54,West Virginia,1,Clear
66606,540084,4,Fatal Injury (K),54,West Virginia,1,Clear
66607,540086,0,No Apparent Injury (O),54,West Virginia,1,Clear
66608,540086,4,Fatal Injury (K),54,West Virginia,1,Clear
66609,540086,3,Suspected Serious Injury (A),54,West Virginia,1,Clear
66610,540087,2,Suspected Minor Injury (B),54,West Virginia,1,Clear
66611,540087,4,Fatal Injury (K),54,West Virginia,1,Clear
66612,540087,3,Suspected Serious Injury (A),54,West Virginia,1,Clear
66613,540087,0,No Apparent Injury (O),54,West Virginia,1,Clear
66614,540088,4,Fatal Injury (K),54,West Virginia,10,Cloudy
66615,540088,0,No Apparent Injury (O),54,West Virginia,10,Cloudy
66616,540089,4,Fatal Injury (K),54,West Virginia,1,Clear
66617,540090,0,No Apparent Injury (O),54,West Virginia,1,Clear
66618,540090,4,Fatal Injury (K),54,West Virginia,1,Clear
66619,540091,4,Fatal Injury (K),54,West Virginia,1,Clear
66620,540091,2,Suspected Minor Injury (B),54,West Virginia,1,Clear
66621,540092,4,Fatal Injury (K),54,West Virginia,1,Clear
66622,540093,4,Fatal Injury (K),54,West Virginia,1,Clear
66623,540093,0,No Apparent Injury (O),54,West Virginia,1,Clear
66624,540093,1,Possible Injury (C),54,West Virginia,1,Clear
66625,540094,4,Fatal Injury (K),54,West Virginia,1,Clear
66626,540094,0,No Apparent Injury (O),54,West Virginia,1,Clear
66627,540095,4,Fatal Injury (K),54,West Virginia,1,Clear
66628,540095,2,Suspected Minor Injury (B),54,West Virginia,1,Clear
66629,540096,4,Fatal Injury (K),54,West Virginia,1,Clear
66630,540096,1,Possible Injury (C),54,West Virginia,1,Clear
66631,540097,4,Fatal Injury (K),54,West Virginia,2,Rain
66632,540097,9,Unknown/Not Reported,54,West Virginia,2,Rain
66633,540098,4,Fatal Injury (K),54,West Virginia,1,Clear
66634,540098,0,No Apparent Injury (O),54,West Virginia,1,Clear
66635,540099,4,Fatal Injury (K),54,West Virginia,1,Clear
66636,540100,0,No Apparent Injury (O),54,West Virginia,2,Rain
66637,540100,4,Fatal Injury (K),54,West Virginia,2,Rain
66638,540101,4,Fatal Injury (K),54,West Virginia,10,Cloudy
66639,540101,1,Possible Injury (C),54,West Virginia,10,Cloudy
66640,540102,2,Suspected Minor Injury (B),54,West Virginia,10,Cloudy
66641,540102,4,Fatal Injury (K),54,West Virginia,10,Cloudy
66642,540103,4,Fatal Injury (K),54,West Virginia,2,Rain
66643,540103,1,Possible Injury (C),54,West Virginia,2,Rain
66644,540104,4,Fatal Injury (K),54,West Virginia,10,Cloudy
66645,540104,0,No Apparent Injury (O),54,West Virginia,10,Cloudy
66646,540105,1,Possible Injury (C),54,West Virginia,10,Cloudy
66647,540105,4,Fatal Injury (K),54,West Virginia,10,Cloudy
66648,540106,4,Fatal Injury (K),54,West Virginia,1,Clear
66649,540107,4,Fatal Injury (K),54,West Virginia,1,Clear
66650,540107,0,No Apparent Injury (O),54,West Virginia,1,Clear
66651,540108,4,Fatal Injury (K),54,West Virginia,1,Clear
66652,540108,2,Suspected Minor Injury (B),54,West Virginia,1,Clear
66653,540109,4,Fatal Injury (K),54,West Virginia,1,Clear
66654,540110,2,Suspected Minor Injury (B),54,West Virginia,1,Clear
66655,540110,4,Fatal Injury (K),54,West Virginia,1,Clear
66656,540110,3,Suspected Serious Injury (A),54,West Virginia,1,Clear
66657,540111,1,Possible Injury (C),54,West Virginia,1,Clear
66658,540111,4,Fatal Injury (K),54,West Virginia,1,Clear
66659,540112,4,Fatal Injury (K),54,West Virginia,1,Clear
66660,540113,0,No Apparent Injury (O),54,West Virginia,1,Clear
66661,540113,4,Fatal Injury (K),54,West Virginia,1,Clear
66662,540114,4,Fatal Injury (K),54,West Virginia,10,Cloudy
66663,540115,4,Fatal Injury (K),54,West Virginia,1,Clear
66664,540116,4,Fatal Injury (K),54,West Virginia,1,Clear
66665,540117,4,Fatal Injury (K),54,West Virginia,1,Clear
66666,540118,1,Possible Injury (C),54,West Virginia,1,Clear
66667,540118,4,Fatal Injury (K),54,West Virginia,1,Clear
66668,540119,4,Fatal Injury (K),54,West Virginia,1,Clear
66669,540120,4,Fatal Injury (K),54,West Virginia,1,Clear
66670,540121,4,Fatal Injury (K),54,West Virginia,1,Clear
66671,540122,3,Suspected Serious Injury (A),54,West Virginia,1,Clear
66672,540122,1,Possible Injury (C),54,West Virginia,1,Clear
66673,540122,4,Fatal Injury (K),54,West Virginia,1,Clear
66674,540123,2,Suspected Minor Injury (B),54,West Virginia,1,Clear
66675,540123,4,Fatal Injury (K),54,West Virginia,1,Clear
66676,540124,4,Fatal Injury (K),54,West Virginia,1,Clear
66677,540125,4,Fatal Injury (K),54,West Virginia,1,Clear
66678,540126,4,Fatal Injury (K),54,West Virginia,2,Rain
66679,540127,4,Fatal Injury (K),54,West Virginia,10,Cloudy
66680,540127,2,Suspected Minor Injury (B),54,West Virginia,10,Cloudy
66681,540128,4,Fatal Injury (K),54,West Virginia,1,Clear
66682,540129,2,Suspected Minor Injury (B),54,West Virginia,1,Clear
66683,540129,4,Fatal Injury (K),54,West Virginia,1,Clear
66684,540130,1,Possible Injury (C),54,West Virginia,1,Clear
66685,540130,4,Fatal Injury (K),54,West Virginia,1,Clear
66686,540131,4,Fatal Injury (K),54,West Virginia,10,Cloudy
66687,540131,3,Suspected Serious Injury (A),54,West Virginia,10,Cloudy
66688,540131,2,Suspected Minor Injury (B),54,West Virginia,10,Cloudy
66689,540132,4,Fatal Injury (K),54,West Virginia,10,Cloudy
66690,540133,4,Fatal Injury (K),54,West Virginia,1,Clear
66691,540134,4,Fatal Injury (K),54,West Virginia,10,Cloudy
66692,540135,4,Fatal Injury (K),54,West Virginia,1,Clear
66693,540135,2,Suspected Minor Injury (B),54,West Virginia,1,Clear
66694,540136,4,Fatal Injury (K),54,West Virginia,1,Clear
66695,540136,1,Possible Injury (C),54,West Virginia,1,Clear
66696,540137,4,Fatal Injury (K),54,West Virginia,5,"Fog, Smog, Smoke"
66697,540137,3,Suspected Serious Injury (A),54,West Virginia,5,"Fog, Smog, Smoke"
66698,540139,0,No Apparent Injury (O),54,West Virginia,1,Clear
66699,540139,4,Fatal Injury (K),54,West Virginia,1,Clear
66700,540140,3,Suspected Serious Injury (A),54,West Virginia,1,Clear
66701,540140,4,Fatal Injury (K),54,West Virginia,1,Clear
66702,540141,4,Fatal Injury (K),54,West Virginia,1,Clear
66703,540142,1,Possible Injury (C),54,West Virginia,1,Clear
66704,540142,4,Fatal Injury (K),54,West Virginia,1,Clear
66705,540142,2,Suspected Minor Injury (B),54,West Virginia,1,Clear
66706,540143,4,Fatal Injury (K),54,West Virginia,1,Clear
66707,540143,0,No Apparent Injury (O),54,West Virginia,1,Clear
66708,540144,4,Fatal Injury (K),54,West Virginia,1,Clear
66709,540144,0,No Apparent Injury (O),54,West Virginia,1,Clear
66710,540145,4,Fatal Injury (K),54,West Virginia,1,Clear
66711,540145,0,No Apparent Injury (O),54,West Virginia,1,Clear
66712,540146,2,Suspected Minor Injury (B),54,West Virginia,1,Clear
66713,540146,4,Fatal Injury (K),54,West Virginia,1,Clear
66714,540147,4,Fatal Injury (K),54,West Virginia,5,"Fog, Smog, Smoke"
66715,540147,0,No Apparent Injury (O),54,West Virginia,5,"Fog, Smog, Smoke"
66716,540148,4,Fatal Injury (K),54,West Virginia,10,Cloudy
66717,540148,3,Suspected Serious Injury (A),54,West Virginia,10,Cloudy
66718,540149,4,Fatal Injury (K),54,West Virginia,1,Clear
66719,540150,4,Fatal Injury (K),54,West Virginia,2,Rain
66720,540150,2,Suspected Minor Injury (B),54,West Virginia,2,Rain
66721,540150,3,Suspected Serious Injury (A),54,West Virginia,2,Rain
66722,540151,3,Suspected Serious Injury (A),54,West Virginia,1,Clear
66723,540151,4,Fatal Injury (K),54,West Virginia,1,Clear
66724,540152,4,Fatal Injury (K),54,West Virginia,1,Clear
66725,540152,0,No Apparent Injury (O),54,West Virginia,1,Clear
66726,540154,4,Fatal Injury (K),54,West Virginia,2,Rain
66727,540155,4,Fatal Injury (K),54,West Virginia,1,Clear
66728,540155,2,Suspected Minor Injury (B),54,West Virginia,1,Clear
66729,540156,1,Possible Injury (C),54,West Virginia,1,Clear
66730,540156,4,Fatal Injury (K),54,West Virginia,1,Clear
66731,540157,4,Fatal Injury (K),54,West Virginia,1,Clear
66732,540157,2,Suspected Minor Injury (B),54,West Virginia,1,Clear
66733,540157,1,Possible Injury (C),54,West Virginia,1,Clear
66734,540157,0,No Apparent Injury (O),54,West Virginia,1,Clear
66735,540158,4,Fatal Injury (K),54,West Virginia,1,Clear
66736,540158,3,Suspected Serious Injury (A),54,West Virginia,1,Clear
66737,540158,2,Suspected Minor Injury (B),54,West Virginia,1,Clear
66738,540159,4,Fatal Injury (K),54,West Virginia,5,"Fog, Smog, Smoke"
66739,540159,0,No Apparent Injury (O),54,West Virginia,5,"Fog, Smog, Smoke"
66740,540160,4,Fatal Injury (K),54,West Virginia,2,Rain
66741,540160,0,No Apparent Injury (O),54,West Virginia,2,Rain
66742,540161,4,Fatal Injury (K),54,West Virginia,1,Clear
66743,540162,4,Fatal Injury (K),54,West Virginia,1,Clear
66744,540163,4,Fatal Injury (K),54,West Virginia,1,Clear
66745,540164,4,Fatal Injury (K),54,West Virginia,1,Clear
66746,540165,4,Fatal Injury (K),54,West Virginia,1,Clear
66747,540166,4,Fatal Injury (K),54,West Virginia,1,Clear
66748,540167,1,Possible Injury (C),54,West Virginia,1,Clear
66749,540167,2,Suspected Minor Injury (B),54,West Virginia,1,Clear
66750,540167,4,Fatal Injury (K),54,West Virginia,1,Clear
66751,540167,3,Suspected Serious Injury (A),54,West Virginia,1,Clear
66752,540168,0,No Apparent Injury (O),54,West Virginia,1,Clear
66753,540168,4,Fatal Injury (K),54,West Virginia,1,Clear
66754,540170,4,Fatal Injury (K),54,West Virginia,1,Clear
66755,540171,4,Fatal Injury (K),54,West Virginia,1,Clear
66756,540171,0,No Apparent Injury (O),54,West Virginia,1,Clear
66757,540172,3,Suspected Serious Injury (A),54,West Virginia,1,Clear
66758,540172,4,Fatal Injury (K),54,West Virginia,1,Clear
66759,540172,2,Suspected Minor Injury (B),54,West Virginia,1,Clear
66760,540172,0,No Apparent Injury (O),54,West Virginia,1,Clear
66761,540173,4,Fatal Injury (K),54,West Virginia,1,Clear
66762,540174,4,Fatal Injury (K),54,West Virginia,1,Clear
66763,540174,0,No Apparent Injury (O),54,West Virginia,1,Clear
66764,540175,4,Fatal Injury (K),54,West Virginia,1,Clear
66765,540175,0,No Apparent Injury (O),54,West Virginia,1,Clear
66766,540177,4,Fatal Injury (K),54,West Virginia,1,Clear
66767,540177,3,Suspected Serious Injury (A),54,West Virginia,1,Clear
66768,540179,4,Fatal Injury (K),54,West Virginia,1,Clear
66769,540180,4,Fatal Injury (K),54,West Virginia,2,Rain
66770,540180,1,Possible Injury (C),54,West Virginia,2,Rain
66771,540181,4,Fatal Injury (K),54,West Virginia,1,Clear
66772,540181,1,Possible Injury (C),54,West Virginia,1,Clear
66773,540182,4,Fatal Injury (K),54,West Virginia,1,Clear
66774,540182,0,No Apparent Injury (O),54,West Virginia,1,Clear
66775,540183,4,Fatal Injury (K),54,West Virginia,1,Clear
66776,540183,0,No Apparent Injury (O),54,West Virginia,1,Clear
66777,540184,4,Fatal Injury (K),54,West Virginia,1,Clear
66778,540185,4,Fatal Injury (K),54,West Virginia,1,Clear
66779,540186,1,Possible Injury (C),54,West Virginia,1,Clear
66780,540186,4,Fatal Injury (K),54,West Virginia,1,Clear
66781,540187,4,Fatal Injury (K),54,West Virginia,1,Clear
66782,540188,4,Fatal Injury (K),54,West Virginia,1,Clear
66783,540188,2,Suspected Minor Injury (B),54,West Virginia,1,Clear
66784,540189,4,Fatal Injury (K),54,West Virginia,2,Rain
66785,540189,0,No Apparent Injury (O),54,West Virginia,2,Rain
66786,540190,4,Fatal Injury (K),54,West Virginia,2,Rain
66787,540190,1,Possible Injury (C),54,West Virginia,2,Rain
66788,540191,4,Fatal Injury (K),54,West Virginia,10,Cloudy
66789,540191,0,No Apparent Injury (O),54,West Virginia,10,Cloudy
66790,540192,4,Fatal Injury (K),54,West Virginia,1,Clear
66791,540192,0,No Apparent Injury (O),54,West Virginia,1,Clear
66792,540193,4,Fatal Injury (K),54,West Virginia,10,Cloudy
66793,540194,3,Suspected Serious Injury (A),54,West Virginia,1,Clear
66794,540194,4,Fatal Injury (K),54,West Virginia,1,Clear
66795,540195,1,Possible Injury (C),54,West Virginia,1,Clear
